EnzymeID,GeneName,UniProtID,Taxon,TaxonID,Name,Co-Faktor,Complex,Set,Candidate
R-HSA-429732,-,-,Homo sapiens,1,binding,-,False,False,False
R-HSA-429775,"SGMS2, SMS2",Q8NHU3,Homo sapiens,1,2xPalmC-SGMS2 [plasma membrane],-,False,False,False
R-HSA-429782,"SGMS1, MOB, SMS1, TMEM23",Q86VZ5,Homo sapiens,1,SGMS1 [Golgi membrane],-,False,False,False
R-HSA-443894,-,-,Homo sapiens,1,transition,-,False,False,False
R-HSA-444452,"SLC44A1, CD92, CDW92, CTL1",Q8WWI5,Homo sapiens,1,CTL1-5 [plasma membrane],,False,True,False
R-HSA-2993789,"PIAS4, PIASG",Q8N2W9,Homo sapiens,1,PIAS4 [nucleoplasm],-,False,False,False
R-HSA-469656,SRD5A1,P18405,Homo sapiens,1,SRD5A1-3 [endoplasmic reticulum membrane],,False,True,False
R-HSA-5216144,"ARV1, HT035",Q9H2C2,Homo sapiens,1,ARV1 [endoplasmic reticulum membrane],-,False,False,False
R-HSA-5333678,-,-,Homo sapiens,1,binding,-,False,False,False
R-HSA-5334794,-,-,Homo sapiens,1,binding,-,False,False,False
R-HSA-5216088,"CPTP, GLTPD1",Q5TA50,Homo sapiens,1,GLTPD1 [cytosol],-,False,False,False
R-HSA-5340195,-,-,Homo sapiens,1,binding,-,False,False,False
R-HSA-5340251,-,-,Homo sapiens,1,binding,-,False,False,False
R-HSA-5216109,GLTP,Q9NZD2,Homo sapiens,1,GLTP [cytosol],-,False,False,False
R-HSA-5676214,"ELOVL5, ELOVL2, PRO0530",Q9NYP7,Homo sapiens,1,"ELOVL1,2,3,5 [endoplasmic reticulum membrane]",,False,True,False
R-HSA-5676213,ELOVL7,A1L3X0,Homo sapiens,1,"ELOVL3,6,7 [endoplasmic reticulum membrane]",,False,True,False
R-HSA-548661,ELOVL7,A1L3X0,Homo sapiens,1,ELOVL7 [endoplasmic reticulum membrane],-,False,False,False
R-HSA-3907274,"HSD17B3, EDH17B3, SDR12C2",P37058,Homo sapiens,1,"HSD17B3,12 [endoplasmic reticulum membrane]",,False,False,True
R-HSA-5676211,ELOVL4,Q9GZR5,Homo sapiens,1,"ELOVL1,4 [endoplasmic reticulum membrane]",,False,True,False
R-HSA-4127425,"TECRL, SRD5A2L2",Q5HYJ1,Homo sapiens,1,"TECR,TECRL [endoplasmic reticulum membrane]",,False,False,True
R-HSA-2901793,"ACSL3, ACS3, FACL3, LACS3",O95573,Homo sapiens,1,"ACSL3,4 [endoplasmic reticulum membrane]",,False,False,True
R-HSA-549099,"GPAT4, AGPAT6, TSARG7, UNQ551/PRO1108",Q86UL3,Homo sapiens,1,AGPAT6 [endoplasmic reticulum membrane],-,False,False,False
R-HSA-549188,"DGAT2, HMFN1045, UNQ738/PRO1433",Q96PD7,Homo sapiens,1,DGAT2 [endoplasmic reticulum membrane],-,False,False,False
R-HSA-560473,-,-,Homo sapiens,1,omitted,-,False,False,False
R-HSA-560517,-,-,Homo sapiens,1,omitted,-,False,False,False
R-HSA-5655938,"OLAH, THEDC1",Q9NV23,Homo sapiens,1,OLAH [cytosol],-,False,False,False
R-HSA-5676630,"HACD3, BIND1, PTPLAD1",Q9P035,Homo sapiens,1,PTPLs [endoplasmic reticulum membrane],,False,False,True
R-HSA-5690077,"ACOT6, C14orf42",Q3I5F7,Homo sapiens,1,"ACOT4,6,8 [peroxisomal matrix]",,False,True,False
R-HSA-5690052,"ACOT1, CTE1",Q86TX2,Homo sapiens,1,"Cytosolic ACOTs, THEM4 [cytosol]",,False,True,False
R-HSA-5690039,PPT2,Q9UMR5,Homo sapiens,1,PPT2 [lysosomal lumen],-,False,False,False
R-HSA-5690051,"THEM4, CTMP",Q5T1C6,Homo sapiens,1,"ACOT2,9, THEM4,5 dimer [mitochondrial matrix]",,False,True,False
R-HSA-5690068,"PPT1, CLN1, PPT",P50897,Homo sapiens,1,PPT1 [lysosomal lumen],-,False,False,False
R-HSA-8854942,SCD,O00767,Homo sapiens,1,SCD dimer [endoplasmic reticulum membrane],,True,False,False
R-HSA-6811608,"ALDH3A2, ALDH10, FALDH",P51648,Homo sapiens,1,ALDH3A2-1 dimer [endoplasmic reticulum membrane],,True,False,False
R-HSA-5693370,"HSD17B11, DHRS8, PAN1B, SDR16C2, PSEC0029, UNQ207/PRO233",Q8NBQ5,Homo sapiens,1,HSD17B11 [cytosol],-,False,False,False
R-HSA-5693746,"FAAH, FAAH1",O00519,Homo sapiens,1,FAAH [endoplasmic reticulum membrane],-,False,False,False
R-HSA-5693745,"FAAH2, AMDD",Q6GMR7,Homo sapiens,1,FAAH2 [lipid droplet],-,False,False,False
R-HSA-5693771,"FA2H, FAAH, FAXDC1",Q7L5A8,Homo sapiens,1,FA2H [endoplasmic reticulum membrane],-,False,False,False
R-HSA-5694478,ABHD3,Q8WU67,Homo sapiens,1,ABHD3 [plasma membrane],-,False,False,False
R-HSA-5694468,"AACS, ACSF1",Q86V21,Homo sapiens,1,AACS [cytosol],-,False,False,False
R-HSA-5694582,ABHD4,Q8TB40,Homo sapiens,1,ABHD4 [endoplasmic reticulum membrane],-,False,False,False
R-HSA-5695958,"ACSBG1, BGM, KIAA0631, LPD",Q96GR2,Homo sapiens,1,"ACSBG1,2 [cytosol]",,False,True,False
R-HSA-5695955,ACAD10,Q6JQN1,Homo sapiens,1,ACAD10 [mitochondrial matrix],-,False,False,False
R-HSA-5695987,ACAD11,Q709F0,Homo sapiens,1,ACAD11 [mitochondrial inner membrane],-,False,False,False
R-HSA-5696005,"ACSF2, UNQ493/PRO1009",Q96CM8,Homo sapiens,1,ACSF2 [mitochondrial matrix],-,False,False,False
R-HSA-5696011,"ACSF3, PSEC0197",Q4G176,Homo sapiens,1,ACSF3 [mitochondrial matrix],-,False,False,False
R-HSA-5696053,,,Homo sapiens,1,AGK:Mg2+ [mitochondrial outer membrane],magnesium(2+),True,False,False
R-HSA-5696096,"ALDH3B1, ALDH7",P43353,Homo sapiens,1,ALDH3B1 [plasma membrane],-,False,False,False
R-HSA-5696124,"AGMO, TMEM195",Q6ZNB7,Homo sapiens,1,AGMO [endoplasmic reticulum membrane],-,False,False,False
R-HSA-5696413,"ETNPPL, AGXT2L1",Q8TBG4,Homo sapiens,1,PXLP-K278-ETNPPL tetramer [mitochondrial matrix],,True,False,False
R-HSA-5696425,"AWAT1, DGA2, DGAT2L3",Q58HT5,Homo sapiens,1,AWAT1 [endoplasmic reticulum membrane],-,False,False,False
R-HSA-5696425,"AWAT1, DGA2, DGAT2L3",Q58HT5,Homo sapiens,1,AWAT1 [endoplasmic reticulum membrane],-,False,False,False
R-HSA-8848506,"AWAT2, DC4, DGAT2L4, MFAT, WS",Q6E213,Homo sapiens,1,AWAT2 [endoplasmic reticulum membrane],-,False,False,False
R-HSA-5696462,"BDH2, DHRS6, SDR15C1, UNQ6308/PRO20933",Q9BUT1,Homo sapiens,1,BDH2 tetramer [cytosol],,True,False,False
R-HSA-5696834,AKR1B15,C9JRZ8,Homo sapiens,1,AKR1B15 [mitochondrial matrix],-,False,False,False
R-HSA-1631588,"UGT8, CGT, UGT4",Q16880,Homo sapiens,1,UGT8 [plasma membrane],-,False,False,False
R-HSA-6786649,"DDHD2, KIAA0725, SAMWD1",O94830,Homo sapiens,1,"DDHD1,2 [cytosol]",,True,False,False
R-HSA-6786710,"DECR2, PDCR, SDR17C1",Q9NUI1,Homo sapiens,1,DECR2 [peroxisomal membrane],-,False,False,False
R-HSA-6787808,"HAO2, HAOX2, GIG16",Q9NYQ3,Homo sapiens,1,HAO2 tetramer [peroxisomal matrix],,True,False,False
R-HSA-6788595,,,Homo sapiens,1,HMGCLL1:Mg2+ [cytosol],magnesium(2+),True,False,False
R-HSA-6792447,"LIPH, LPDLR, MPAPLA1, PLA1B",Q8WWY8,Homo sapiens,1,"LIPH, I [plasma membrane]",,False,True,False
R-HSA-6800052,-,-,Homo sapiens,1,binding,-,False,False,False
R-HSA-6800338,"MOGAT3, DC7, DGAT2L7, UNQ9383/PRO34208",Q86VF5,Homo sapiens,1,"MOGAT1,2,3 [endoplasmic reticulum membrane]",,False,True,False
R-HSA-195697,EBP,Q15125,Homo sapiens,1,EBP [endoplasmic reticulum membrane],-,False,False,False
R-HSA-195662,"SC5D, SC5DL",O75845,Homo sapiens,1,SC5D [endoplasmic reticulum membrane],-,False,False,False
R-HSA-196423,"DHCR7, D7SR",Q9UBM7,Homo sapiens,1,DHCR7 [endoplasmic reticulum membrane],-,False,False,False
R-HSA-196414,"DHCR24, KIAA0018",Q15392,Homo sapiens,1,DHCR24 [endoplasmic reticulum membrane],-,False,False,False
R-HSA-6807242,-,-,Homo sapiens,1,uncertain,-,False,False,False
R-HSA-6808466,"ALDH3B2, ALDH8",P48448,Homo sapiens,1,ALDH3B2 [lipid droplet],-,False,False,False
R-HSA-6809238,-,-,Homo sapiens,1,binding,-,False,False,False
R-HSA-6809254,-,-,Homo sapiens,1,binding,-,False,False,False
R-HSA-400155,"EHHADH, ECHD",Q08426,Homo sapiens,1,EHHADH [peroxisomal matrix],-,False,False,False
R-HSA-400155,"EHHADH, ECHD",Q08426,Homo sapiens,1,EHHADH [peroxisomal matrix],-,False,False,False
R-HSA-6809309,-,-,Homo sapiens,1,binding,-,False,False,False
R-HSA-6809318,MTMR6,Q9Y217,Homo sapiens,1,"MTMR6:MTMR9,MTMR8:MTMR9 [cytosol]",,False,True,False
R-HSA-6809318,MTMR6,Q9Y217,Homo sapiens,1,"MTMR6:MTMR9,MTMR8:MTMR9 [cytosol]",,False,True,False
R-HSA-6809215,NUDT7,P0C024,Homo sapiens,1,NUDT7 [peroxisomal matrix],-,False,False,False
R-HSA-6809680,-,-,Homo sapiens,1,binding,-,False,False,False
R-HSA-6809707,-,-,Homo sapiens,1,binding,-,False,False,False
R-HSA-6809679,"MTMR12, KIAA1682, PIP3AP",Q9C0I1,Homo sapiens,1,MTM1:MTMR12 [cytosol],,True,False,False
R-HSA-6809764,-,-,Homo sapiens,1,binding,-,False,False,False
R-HSA-6809761,"MTMR2, KIAA1073",Q13614,Homo sapiens,1,MTMR2:SBF1 [endoplasmic reticulum membrane],,True,False,False
R-HSA-6809761,"MTMR2, KIAA1073",Q13614,Homo sapiens,1,MTMR2:SBF1 [endoplasmic reticulum membrane],,True,False,False
R-HSA-6809785,-,-,Homo sapiens,1,binding,-,False,False,False
R-HSA-6809793,-,-,Homo sapiens,1,binding,-,False,False,False
R-HSA-6809799,"ECI2, DRS1, HCA88, PECI",O75521,Homo sapiens,1,ECI2 trimer [peroxisomal matrix],,True,False,False
R-HSA-6809578,"PECR, SDR29C1, PRO1004",Q9BY49,Homo sapiens,1,PECR tetramer [peroxisomal membrane],,True,False,False
R-HSA-6809791,"MTMR2, KIAA1073",Q13614,Homo sapiens,1,MTMR2:SBF2 Tetramer [cytosol],,True,False,False
R-HSA-6809791,"MTMR2, KIAA1073",Q13614,Homo sapiens,1,MTMR2:SBF2 Tetramer [cytosol],,True,False,False
R-HSA-6810030,-,-,Homo sapiens,1,binding,-,False,False,False
R-HSA-6810392,-,-,Homo sapiens,1,omitted,-,False,False,False
R-HSA-6810405,"TMEM55B, C14orf9, PIP4P1",Q86T03,Homo sapiens,1,TMEM55B [nucleoplasm],-,False,False,False
R-HSA-6809219,NUDT19,A8MXV4,Homo sapiens,1,NUDT19 [peroxisomal matrix],-,False,False,False
R-HSA-6810583,"HSD17B14, DHRS10, SDR3, SDR47C1, UNQ502/PRO474",Q9BPX1,Homo sapiens,1,HSD17B14 tetramer [cytosol],,True,False,False
R-HSA-6811466,"PIP4K2C, PIP5K2C",Q8TBX8,Homo sapiens,1,PIP4K2 dimers [nucleoplasm],,False,False,True
R-HSA-1498746,"GDE1, MIR16",Q9NZC3,Homo sapiens,1,GDE1 [plasma membrane],-,False,False,False
R-HSA-6814136,"GDPD5, GDE2, PP6037, PP9363, UNQ1850/PRO3580",Q8WTR4,Homo sapiens,1,GDPD5 [endoplasmic reticulum membrane],-,False,False,False
R-HSA-1498821,"PNPLA6, NTE",Q8IY17,Homo sapiens,1,PNPLA6 [endoplasmic reticulum membrane],-,False,False,False
R-HSA-6814769,"GDPD1, GDE4",Q8N9F7,Homo sapiens,1,GDPD1 [endoplasmic reticulum membrane],-,False,False,False
R-HSA-6814775,"GDPD3, GDE7",Q7L5L3,Homo sapiens,1,GDPD3 [endoplasmic reticulum membrane],-,False,False,False
R-HSA-6814799,"ENPP6, UNQ1889/PRO4334",Q6UWR7,Homo sapiens,1,ENPP6 [plasma membrane],-,False,False,False
R-HSA-3159272,MMAA,Q8IVH4,Homo sapiens,1,2xMMAA:2xMUT:AdoCbl [mitochondrial matrix],,True,False,False
R-HSA-71012,MCEE,Q96PE7,Homo sapiens,1,MCEE [mitochondrial matrix],-,False,False,False
R-HSA-71026,PCCB,P05166,Homo sapiens,1,6x(Btn-PCCA:PCCB) [mitochondrial matrix],,True,False,False
R-HSA-74280,"BDH1, BDH, SDR9C1",Q02338,Homo sapiens,1,BDH1 tetramer [mitochondrial matrix],,True,False,False
R-HSA-70839,"ACAT1, ACAT, MAT",P24752,Homo sapiens,1,ACAT1 tetramer [mitochondrial matrix],,True,False,False
R-HSA-56573,HMGCS2,P54868,Homo sapiens,1,HMGCS2 [mitochondrial matrix],-,False,False,False
R-HSA-74280,"BDH1, BDH, SDR9C1",Q02338,Homo sapiens,1,BDH1 tetramer [mitochondrial matrix],,True,False,False
R-HSA-8955621,"OXCT2, FKSG25",Q9BYC2,Homo sapiens,1,OXCT dimers [mitochondrial matrix],,False,True,False
R-HSA-74264,HMGCL,P35914,Homo sapiens,1,HMGCL dimer [mitochondrial matrix],,True,False,False
R-HSA-70839,"ACAT1, ACAT, MAT",P24752,Homo sapiens,1,ACAT1 tetramer [mitochondrial matrix],,True,False,False
R-HSA-76188,ACLY,P53396,Homo sapiens,1,ACLY tetramer [cytosol],,True,False,False
R-HSA-372445,"SLC25A1, SLC20A3",P53007,Homo sapiens,1,SLC25A1 [mitochondrial inner membrane],-,False,False,False
R-HSA-8876883,,,Homo sapiens,1,Btn-ACACA:2Mn2+ polymer [cytosol],manganese(2+),False,False,False
R-HSA-77380,"FASN, FAS",P49327,Homo sapiens,1,FASN dimer [cytosol],,True,False,False
R-HSA-76165,"GNPAT, DAPAT, DHAPAT",O15228,Homo sapiens,1,GNPAT:AGPS complex [peroxisomal matrix],,True,False,False
R-HSA-9640571,"DHRS7B, SDR32C1, CGI-93, UNQ212/PRO238",Q6IAN0,Homo sapiens,1,DHRS7B [peroxisomal membrane],-,False,False,False
R-HSA-1500583,"AGPAT3, LPAAT3, UNQ759/PRO1490",Q9NRZ7,Homo sapiens,1,AGPAT [endoplasmic reticulum membrane],,False,True,False
R-HSA-549113,GPAT2,Q6NUI2,Homo sapiens,1,GPAM or GPAT2 [mitochondrial outer membrane],,False,False,True
R-HSA-3769055,"GK3P, GKP3, GKTB",Q14409,Homo sapiens,1,"GK,GK2,GK3P [cytosol]",,False,False,True
R-HSA-1500610,GPD1,P21695,Homo sapiens,1,GPD1/GPD1L homodimer [cytosol],,False,True,False
R-HSA-549151,"LPIN3, LIPN3L",Q9BQK8,Homo sapiens,1,"LPIN1,2,3 [endoplasmic reticulum membrane]",,False,False,True
R-HSA-200109,"DGAT1, AGRP1, DGAT",O75907,Homo sapiens,1,DGAT1 tetramer [endoplasmic reticulum membrane],,True,False,False
R-HSA-3222410,"CYP8B1, CYP12",Q9UNU6,Homo sapiens,1,"PTGIS,CYP8B1 [endoplasmic reticulum membrane]",,False,False,True
R-HSA-65976,"TBXAS1, CYP5, CYP5A1",P24557,Homo sapiens,1,TBXAS1 [endoplasmic reticulum membrane],-,False,False,False
R-HSA-71052,"HADH, HAD, HADHSC, SCHAD",Q16836,Homo sapiens,1,HADH dimer [mitochondrial matrix],,True,False,False
R-HSA-71048,ECHS1,P30084,Homo sapiens,1,ECHS1 hexamer [mitochondrial matrix],,True,False,False
R-HSA-77258,ACADL,P28330,Homo sapiens,1,ACADL tetramer [mitochondrial matrix],,True,False,False
R-HSA-77267,"HADHB, MSTP029",P55084,Homo sapiens,1,Trifunctional Protein [mitochondrial matrix],,True,False,False
R-HSA-77258,ACADL,P28330,Homo sapiens,1,ACADL tetramer [mitochondrial matrix],,True,False,False
R-HSA-77267,"HADHB, MSTP029",P55084,Homo sapiens,1,Trifunctional Protein [mitochondrial matrix],,True,False,False
R-HSA-77267,"HADHB, MSTP029",P55084,Homo sapiens,1,Trifunctional Protein [mitochondrial matrix],,True,False,False
R-HSA-77279,"ACADVL, VLCAD",P49748,Homo sapiens,1,ACADVL dimer [mitochondrial matrix],,True,False,False
R-HSA-77267,"HADHB, MSTP029",P55084,Homo sapiens,1,Trifunctional Protein [mitochondrial matrix],,True,False,False
R-HSA-77267,"HADHB, MSTP029",P55084,Homo sapiens,1,Trifunctional Protein [mitochondrial matrix],,True,False,False
R-HSA-77267,"HADHB, MSTP029",P55084,Homo sapiens,1,Trifunctional Protein [mitochondrial matrix],,True,False,False
R-HSA-77267,"HADHB, MSTP029",P55084,Homo sapiens,1,Trifunctional Protein [mitochondrial matrix],,True,False,False
R-HSA-71052,"HADH, HAD, HADHSC, SCHAD",Q16836,Homo sapiens,1,HADH dimer [mitochondrial matrix],,True,False,False
R-HSA-71048,ECHS1,P30084,Homo sapiens,1,ECHS1 hexamer [mitochondrial matrix],,True,False,False
R-HSA-77316,ACADS,P16219,Homo sapiens,1,ACADS tetramer [mitochondrial matrix],,True,False,False
R-HSA-77267,"HADHB, MSTP029",P55084,Homo sapiens,1,Trifunctional Protein [mitochondrial matrix],,True,False,False
R-HSA-71052,"HADH, HAD, HADHSC, SCHAD",Q16836,Homo sapiens,1,HADH dimer [mitochondrial matrix],,True,False,False
R-HSA-71048,ECHS1,P30084,Homo sapiens,1,ECHS1 hexamer [mitochondrial matrix],,True,False,False
R-HSA-77316,ACADS,P16219,Homo sapiens,1,ACADS tetramer [mitochondrial matrix],,True,False,False
R-HSA-77267,"HADHB, MSTP029",P55084,Homo sapiens,1,Trifunctional Protein [mitochondrial matrix],,True,False,False
R-HSA-71052,"HADH, HAD, HADHSC, SCHAD",Q16836,Homo sapiens,1,HADH dimer [mitochondrial matrix],,True,False,False
R-HSA-71048,ECHS1,P30084,Homo sapiens,1,ECHS1 hexamer [mitochondrial matrix],,True,False,False
R-HSA-77335,ACADM,P11310,Homo sapiens,1,ACADM tetramer [mitochondrial matrix],,True,False,False
R-HSA-77267,"HADHB, MSTP029",P55084,Homo sapiens,1,Trifunctional Protein [mitochondrial matrix],,True,False,False
R-HSA-71052,"HADH, HAD, HADHSC, SCHAD",Q16836,Homo sapiens,1,HADH dimer [mitochondrial matrix],,True,False,False
R-HSA-71048,ECHS1,P30084,Homo sapiens,1,ECHS1 hexamer [mitochondrial matrix],,True,False,False
R-HSA-77335,ACADM,P11310,Homo sapiens,1,ACADM tetramer [mitochondrial matrix],,True,False,False
R-HSA-804966,"HSD17B1, E17KSR, EDH17B1, EDH17B2, EDHB17, SDR28C1",P14061,Homo sapiens,1,HSD17B1 dimer [cytosol],,True,False,False
R-HSA-879724,-,-,Homo sapiens,1,omitted,-,False,False,False
R-HSA-8847584,"SCD5, ACOD4, SCD2, SCD4",Q86SK9,Homo sapiens,1,SCD5 dimer [endoplasmic reticulum membrane],,True,False,False
R-HSA-8847905,"PNPLA7, C9orf111",Q6ZV29,Homo sapiens,1,PNPLA7 [endoplasmic reticulum membrane],-,False,False,False
R-HSA-8848217,"ACAT2, ACTL",Q9BWD1,Homo sapiens,1,ACAT2 tetramer [cytosol],,True,False,False
R-HSA-8848246,-,-,Homo sapiens,1,binding,-,False,False,False
R-HSA-8848247,-,-,Homo sapiens,1,binding,-,False,False,False
R-HSA-8848250,-,-,Homo sapiens,1,binding,-,False,False,False
R-HSA-8848356,"PNPLA4, DXS1283E, GS2",P41247,Homo sapiens,1,PNPLA4 [cytosol],-,False,False,False
R-HSA-8848346,"PNPLA5, GS2L",Q7Z6Z6,Homo sapiens,1,PNPLA5 [cytosol],-,False,False,False
R-HSA-8848356,"PNPLA4, DXS1283E, GS2",P41247,Homo sapiens,1,PNPLA4 [cytosol],-,False,False,False
R-HSA-8933132,DGAT2L7P,Q6IED9,Homo sapiens,1,"DGAT2L6,L7P [endoplasmic reticulum membrane]",,False,True,False
R-HSA-8848506,"AWAT2, DC4, DGAT2L4, MFAT, WS",Q6E213,Homo sapiens,1,AWAT2 [endoplasmic reticulum membrane],-,False,False,False
R-HSA-8848506,"AWAT2, DC4, DGAT2L4, MFAT, WS",Q6E213,Homo sapiens,1,AWAT2 [endoplasmic reticulum membrane],-,False,False,False
R-HSA-8848586,-,-,Homo sapiens,1,uncertain,-,False,False,False
R-HSA-8849952,"INPP5F, KIAA0966, SAC2, MSTP007, MSTP047",Q9Y2H2,Homo sapiens,1,INPP5F [early endosome membrane],-,False,False,False
R-HSA-8856224,"B4GALNT1, GALGT, SIAT2",Q00973,Homo sapiens,1,B4GALNT1 dimer [Golgi membrane],,True,False,False
R-HSA-8856630,-,-,Homo sapiens,1,binding,-,False,False,False
R-HSA-8857663,"ESYT1, FAM62A, KIAA0747, MBC2",Q9BSJ8,Homo sapiens,1,ESYT1:ESYT2:ESYT3 [endoplasmic reticulum membrane],,True,False,False
R-HSA-8857686,-,-,Homo sapiens,1,binding,-,False,False,False
R-HSA-8858270,-,-,Homo sapiens,1,binding,-,False,False,False
R-HSA-8858540,"PLAAT1, HRASLS",Q9HDD0,Homo sapiens,1,HRASLS [cytosol],,False,False,True
R-HSA-8862104,"HSD17B2, EDH17B2, SDR9C2",P37059,Homo sapiens,1,HSD17B2 [endoplasmic reticulum membrane],-,False,False,False
R-HSA-8862181,"HSD17B8, FABGL, HKE6, RING2, SDR30C1",Q92506,Homo sapiens,1,2xHSD17B8:2xCBR4 [mitochondrial matrix],,True,False,False
R-HSA-8862380,-,-,Homo sapiens,1,binding,-,False,False,False
R-HSA-5216203,"MFSD2A, MFSD2, NLS1, HMFN0656, PP9177, UNQ300/PRO341",Q8NA29,Homo sapiens,1,MFSD2A [plasma membrane],-,False,False,False
R-HSA-8866941,-,-,Homo sapiens,1,binding,-,False,False,False
R-HSA-8868084,"OSBPL1A, ORP1, OSBP8, OSBPL1, OSBPL1B",Q9BXW6,Homo sapiens,1,OSBPs [cytosol],,False,True,False
R-HSA-8867857,"OSBPL10, ORP10, OSBP9",Q9BXB5,Homo sapiens,1,"OSBPL5,8,10 [cytosol]",,False,True,False
R-HSA-429725,"OSBP, OSBP1",P22059,Homo sapiens,1,OSBP [cytosol],-,False,False,False
R-HSA-8869240,"PITPNM2, KIAA1457, NIR3",Q9BZ72,Homo sapiens,1,"PITPNM1,2,3 [cytosol]",,False,True,False
R-HSA-8869422,"PLA1A, NMD, PSPLA1",Q53H76,Homo sapiens,1,PLA1A [extracellular region],-,False,False,False
R-HSA-8870332,-,-,Homo sapiens,1,binding,-,False,False,False
R-HSA-8870489,-,-,Homo sapiens,1,binding,-,False,False,False
R-HSA-8870499,-,-,Homo sapiens,1,binding,-,False,False,False
R-HSA-8871366,-,-,Homo sapiens,1,binding,-,False,False,False
R-HSA-8871370,-,-,Homo sapiens,1,omitted,-,False,False,False
R-HSA-351917,BMX,P51813,Homo sapiens,1,BMX [cytosol],-,False,False,False
R-HSA-8871376,-,-,Homo sapiens,1,binding,-,False,False,False
R-HSA-8873794,-,-,Homo sapiens,1,omitted,-,False,False,False
R-HSA-8873830,-,-,Homo sapiens,1,omitted,-,False,False,False
R-HSA-8873834,-,-,Homo sapiens,1,omitted,-,False,False,False
R-HSA-8873850,-,-,Homo sapiens,1,binding,-,False,False,False
R-HSA-8873923,-,-,Homo sapiens,1,binding,-,False,False,False
R-HSA-201711,"CSNK2B, CK2N, G5A",P67870,Homo sapiens,1,Casein kinase II [cytosol],,True,False,False
R-HSA-8874443,TMEM86B,Q8N661,Homo sapiens,1,TMEM86B [endoplasmic reticulum membrane],-,False,False,False
R-HSA-8874488,TNFAIP8L2,Q6P589,Homo sapiens,1,TNFAIP8 proteins [cytosol],,False,False,True
R-HSA-8874746,ACAA2,P42765,Homo sapiens,1,ACAA2 tetramer [mitochondrial matrix],,True,False,False
R-HSA-8875066,"ACSM6, C10orf129",Q6P461,Homo sapiens,1,"ACSM3,ACSM6 [mitochondrial matrix]",,False,False,True
R-HSA-5696385,ACSS3,Q9H6R3,Homo sapiens,1,ACSS3 [mitochondrial matrix],-,False,False,False
R-HSA-5216184,"SLC27A3, ACSVL3, FATP3, PSEC0067, UNQ367/PRO703",Q5K4L6,Homo sapiens,1,SLC27A3 [mitochondrial matrix],-,False,False,False
R-HSA-8867341,"ACACB, ACC2, ACCB",O00763,Homo sapiens,1,Btn-ACACB:2Mn2+ polymer [mitochondrial outer membrane],,False,False,False
R-HSA-8877153,-,-,Homo sapiens,1,binding,-,False,False,False
R-HSA-8878644,"ACP6, ACPL1, LPAP, UNQ205/PRO231",Q9NPH0,Homo sapiens,1,ACP6 [mitochondrial matrix],-,False,False,False
R-HSA-8878786,,,Homo sapiens,1,ALPI:2Ca2+:Mg2+ dimer [plasma membrane],calcium(2+),True,False,False
R-HSA-8878918,"B3GALNT1, B3GALT3, UNQ531/PRO1074",O75752,Homo sapiens,1,B3GALNT1 [Golgi membrane],-,False,False,False
R-HSA-8932645,"PON1, PON",P27169,Homo sapiens,1,"PON1,2,3:2xCa2+ dimers [extracellular region]",,False,True,False
R-HSA-8933305,"MCAT, MT",Q8IVS2,Homo sapiens,1,MCAT [mitochondrial matrix],-,False,False,False
R-HSA-8942204,ALOXE3,Q9BYJ1,Homo sapiens,1,ALOXE3 [cytosol],-,False,False,False
R-HSA-8949399,-,-,Homo sapiens,1,omitted,-,False,False,False
R-HSA-8951857,"TSPOAP1, BZRAP1, KIAA0612, RBP1, RIMBP1",O95153,Homo sapiens,1,TSPO:BZRAP1 [mitochondrial outer membrane],,True,False,False
R-HSA-8952144,"PLPP6, PPAPDC2",Q8IY26,Homo sapiens,1,PLPP6 [plasma membrane],-,False,False,False
R-HSA-8933312,"PLA2G15, LYPLA3, UNQ341/PRO540",Q8NCC3,Homo sapiens,1,PLA2G15 [extracellular region],-,False,False,False
R-HSA-8952866,"MECR, NBRF1, CGI-63",Q9BV79,Homo sapiens,1,MECR dimer [mitochondrial matrix],,True,False,False
R-HSA-5601921,PLD6,Q8N2A8,Homo sapiens,1,PLD6 dimer [mitochondrial outer membrane],,True,False,False
R-HSA-8933306,HTD2,P86397,Homo sapiens,1,HTD2 [mitochondrial matrix],-,False,False,False
R-HSA-8959464,SAMD8,Q96LT4,Homo sapiens,1,SAMD8 [endoplasmic reticulum membrane],-,False,False,False
R-HSA-8963851,-,-,Homo sapiens,1,dissociation,-,False,False,False
R-HSA-8963864,-,-,Homo sapiens,1,dissociation,-,False,False,False
R-HSA-8963872,-,-,Homo sapiens,1,uncertain,-,False,False,False
R-HSA-8963913,-,-,Homo sapiens,1,omitted,-,False,False,False
R-HSA-8963915,-,-,Homo sapiens,1,binding,-,False,False,False
R-HSA-429010,"ALOX5, LOG5",P09917,Homo sapiens,1,ALOX5 [cytosol],-,False,False,False
R-HSA-429010,"ALOX5, LOG5",P09917,Homo sapiens,1,ALOX5 [cytosol],-,False,False,False
R-HSA-266038,,,Homo sapiens,1,LTA4H:Zn2+ [cytosol],zinc(2+),True,False,False
R-HSA-429010,"ALOX5, LOG5",P09917,Homo sapiens,1,ALOX5 [cytosol],-,False,False,False
R-HSA-9022670,ChEBI,36080,Homo sapiens,1,5-HEDH [cytosol],-,False,False,False
R-HSA-9020572,GPX4,P36969,Homo sapiens,1,GPX4-2 [cytosol],-,False,False,False
